News,sentiment,label
Gold lower after ADP payrolls-report,0,negative
"aug. gold up $6.20, or 0.5%, to end at $1,260.10/oz",1,positive
"june gold last up 1.4%, or $9.10, at $678.80/oz in ny",1,positive
"Gold settles lower, then seesaws after Fed meeting minutes",0,negative
gold futures end lower with traders on dollar watch,0,negative
gold weakens on lack of support; silver up,1,positive
"Gold futures settle lower, log weekly loss",0,negative
"april gold up $1.40, or 0.1%, at $1,236/oz.",1,positive
"feb. gold gains $1.40 to $1,599.30/oz",1,positive
gold prices dip as dollar holds up on higher us bond yields,0,negative
gold futures settle at lowest since feb. 2011,0,negative
"gold, silver slip in morning trade",0,negative
"december gold up 0.4% at $1,296.90/oz.",1,positive
"Gold plunges to Rs 29,550; silver falls to Rs 41,500",0,negative
gold prices bounce back in futures trade on global cues,1,positive
"gold sinks below $1,700; silver dives more than 4%",0,negative
gold trades below one-month high as europe data curbs demand,,neutral
"dec. gold settles at $1,344.70/oz , up $13.30, or 1%",1,positive
gold to trade in 26855-27159 range: achiievers equities,,neutral
gold drops on news that iraq will allow spy flights,0,negative
"gold, silver down in morning trade",0,negative
feb. gold falls $1.50 to close at $643.20/oz,0,negative
"gold futures jump $18.60 to $1,384.60 an ounce",1,positive
gold prices still lower but within range of a 1-month peak,0,negative
"gold hits new high at rs 29,490 on seasonal demand",1,positive
"june gold trades at $1,226.70/oz, up $4.70, or 0.4%",1,positive
"gold steadies above &#36;1,748 after greek debt deal",,neutral
Gold futures post 2.5% monthly rise in July,1,positive
"qe3 on cards; bet on gold, silver: finaport",1,positive
gold futures close lower as dollar rebounds,0,negative
"gold drops $22, but scores over 6% monthly gain",1,positive
gold down 6.38% from lifetime high on other investor options,0,negative
gold futures rise for first day in five as dollar falls,1,positive
gold may scale up to rs 30000 per 10 grams by diwali: industry,1,positive
"Gold steady as dollar rally cools, yen's gain supports",,neutral
gold gains ground in electronic trade after fomc,1,positive
Gold loses ground after market shrugs off housing data,0,negative
Gold extends gains in wake of jobs report,1,positive
gold falls on speculation financial crisis may have bottomed,0,negative
spot gold prices up $3 at $941.20 a troy ounce,1,positive
"June gold edges up by $1.50, or 0.1%, to settle at $1,257/oz",1,positive
gold dips in asia as dollar fortunes eyed ahead of us jobs data,0,negative
"gold futures up $2.00 at $1,022.20 an ounce",1,positive
"gold futures settled at a nearly 17-month high, but under $1,300/oz",1,positive
Silver falls on reduced offtake; gold holds steady,,neutral
Gold Prices Remain Supported by Weak Dollar,,neutral
Gold gains as dollar slides on disappointing consumer confidence report,1,positive
spot gold quoted at $677 in asia trade,1,positive
Near-term outlook is bullish for MCX gold,1,positive
gold prices climb closer to session highs ahead of comex settlement,1,positive
"gold settles lower t $1,152.90 an ounce",0,negative
Gold prices gain in Asia as Trump travel policy noted,1,positive
"correct: gold, silver futures close at one-week highs",1,positive
"gold steady amid subdued dollar, poised for weekly gain",,neutral
Gold futures ends lower for a second straight session,0,negative
gold price plunge to be probed by commodity regulators: chilton,0,negative
"april gold at $345.10/oz, down $7.10 after $343.50 low",0,negative
china : gold shines as wealth boosts jewelry,1,positive
firm gold prices help gold edged funds,,neutral
gold futures score five session gains in a row,1,positive
gold futures hold near 8-month lows on fed speculation,,neutral
Gold extends rally ahead of US data; eyes 1st weekly gain in five,1,positive
"Gold dips as investors opt for safe-haven dollar, bonds",0,negative
gold for june delivery ends down $15 at $921.50 an ounce,0,negative
Gold futures score best one-day climb in 2 weeks,1,positive
"Gold rises to Rs 31,100; silver holds steady at Rs 39,900",1,positive
gold closes at 4-month high on swiss shock,1,positive
"june gold down 40 cents to settle at $1,295.90/oz",0,negative
gold prices gain in early asia as indian festival season approaches,1,positive
spot gold quoted at $534.90 in asia trade,1,positive
"Gold slides; safe-haven bids retreat as dollar, stocks climb",0,negative
gold dips as dollar gains ahead of fed statement,0,negative
merrill sees gold trade in $370-390 range in near term,,neutral
gold moves below settlement price in electronic trade after fomc minutes,0,negative
"gold falls, extending thursday's decline",0,negative
"gold to peak over &#36;2,000/oz late 2012 or early 2013",1,positive
"Gold falls from 1-week high after jobless claims data, Draghi comments",0,negative
"gold holds above $1,200 as dollar adds to weekly decline",,neutral
gold futures climb past $900 for first time in six weeks,1,positive
"Gold falls by Rs 200 on weak global cues, muted demand",0,negative
Gold nudges up amid looming US tariffs on China,1,positive
gold futures extend losses after payrolls data,0,negative
"Gold slips, but safe-haven demand keeps prices above $1,300 ",0,negative
"april gold up $18.90, or 1.1%, to end at $1,681.60",1,positive
remain bearish on gold & silver: motilal oswal,1,positive
"gold dips on upbeat spending, factory data",0,negative
"february gold drops $14, or 1.1%, to $1,238/oz",0,negative
gold prices jump to 1-month high,1,positive
gold ends lower after rising past $561,0,negative
"silver hits four-year lows, gold snaps losing streak",1,positive
december rate hike worries sink gold to 7-week lows,0,negative
gold ends april with modest monthly gain,1,positive
"Gold locked below $1,300 as market braces for US Fed decision",0,negative
gold rises as dollar falls ahead of fed announcement,1,positive
"June gold settles at $1,267.20/oz, down $10.30, or 0.8%",0,negative
"gold up 0.5% on day, gains almost 0.9% on week",1,positive
Gold prices turn lower as geopolitical tensions ease,0,negative
spot gold quoted at $474.90 in asia trade,1,positive
mcx goldguinea oct contract down marginally,0,negative
"gold advances on investment demand, silver declines",1,positive
"gold falls more than $9 as dollar, stocks climb",0,negative
gold drops over $20 in last hour of comex trade,0,negative
"Gold surges to Rs 31,850; silver jumps by Rs 360/kg",1,positive
Gold futures settle with a loss after late day reversal,0,negative
Gold inches higher as US-China trade optimism pressures dollar,1,positive
"gold, silver down ahead of us fed outcome",0,negative
"Feb. gold settles at $1,193.80/oz, up $12.80, or 1.1%",1,positive
"gold futures top $1,650 in electronic trading",1,positive
"Gold prices fall the day, but post a third straight weekly gain",1,positive
Gold slips further; silver sinks on speculative selling,0,negative
"Gold, Silver may trade with positive bias today: Angel",1,positive
gold prices steady but set to post third-weekly drop,0,negative
"feb. gold climbs $12.40, or 0.9%, to settle at $1,334.90/oz",1,positive
Gold prices snap back after longest weekly losing streak in 12 years,1,positive
gold futures gain more ground ahead of comex close,1,positive
7im drops gold and adopts general commodities strategy,0,negative
"demand for gold real, price rise not a bubble: quantum mf",1,positive
Gold settles lower following November rout as dollar wavers,0,negative
Gold suffers largest one-day percentage loss in 5 weeks,0,negative
Gold hits 1-month peak as Trump's healthcare failure hurts dollar,1,positive
Gold price pulls back from 3-week high to settle lower,0,negative
gold rises after bernanke talks about us jobs,1,positive
gold futures hold above $380,,neutral
Gold adds to steep early loss after economic reports,0,negative
Gold prices to trade sideways today: Angel Commodities,,neutral
"spot gold quoted at $383.60, down 0.18% from ny",0,negative
"Gold inches down, resurgent trade worries offer support",0,negative
"gold at two-week low, on track for biggest weekly loss in about a month",0,negative
"Gold in India shifts to discount, while China buying picks up",1,positive
Gold futures settle at highest level in nearly two weeks,1,positive
"gold futures continue higher, but off session's high",1,positive
"april gold settles at $1,255.60/oz, down 10 cents for the session",0,negative
Gold wins the 2011 returns chase; beats all asset classes,1,positive
"Dec. gold gains $7.60, or 0.6%, to settle at $1,296.50/oz",1,positive
Gold posts strongest weekly gain since mid-April,1,positive
Gold price seen averaging &#36;1770 in Q4: GFMS,,neutral
gold futures close above $473,1,positive
"Gold settles at 2-month low on firmer dollar, rate-hike expectations",0,negative
gold stocks regain strength at close,1,positive
"august gold gains after ppi data, last up 50 cents",1,positive
"august gold gains 20 cents to settle at $1,270.70/oz",1,positive
"gold prices end lower, but tally a second straight monthly gain",1,positive
"june gold falls $12.40, or 0.9%, to settle at $1,306.80/oz",0,negative
"Dec. gold gains $2.50, or 0.2%, to $1,226.80/oz",1,positive
"Gold gains $16.50, or 1.4%, at $1,212.80/oz.",1,positive
gold prices ease in asia in thin holiday trade,0,negative
"gold soars rs 325 on wedding season demand, global cues",1,positive
"gold may top $800 within a week, analyst says",1,positive
gold quiet in low-volume trading,0,negative
"Gold prices little changed after housing, import data",,neutral
"dec. gold down $1.80 to settle at $1,311.20/oz",0,negative
gold could extend gains on coordinated central banks rate cuts,1,positive
"Gold dips as US dollar, equities strengthen",0,negative
"Gold futures climb to Rs 26,668 per 10 gm",1,positive
mcx goldm november contract declines,0,negative
Gold futures trade lower ahead of Comex settlement,0,negative
gold closes lower after seesawing session,0,negative
"Gold falls to Rs 29,800; silver slips below Rs 40,000-level",0,negative
"gold, silver futures close at lowest levels since october",0,negative
"Gold slips to Rs 31,450; silver down by Rs 300 per kg",0,negative
"gold ends at two-week high, rallies on bernanke",1,positive
gold futures up 0.10% on global cues,1,positive
"gold ends $2 shy of may record, silver up 5%",1,positive
"december gold ends at $1,095.70, up 0.6%",1,positive
gold futures settle lower; copper drops nearly 4%,0,negative
gold drops to lowest settlement since june,0,negative
gold futures fall under $700; copper sets new records,0,negative
"gold regains record levels of rs 20,600 on wedding demand",1,positive
gold prices heading for the longest bull market,1,positive
"charts : gold analysis: support at 1199/1183, resistance at 1214/1217",,neutral
Gold futures finish at lowest level in more than a week,0,negative
gold futures pull back in morning trading on dollar strength,0,negative
gold prices fall as dollar extends gains,0,negative
sales of indian gold jewellery drop in the gulf,0,negative
gold closes down to post biggest weekly drop this year,0,negative
"Gold futures jump to Rs 30,335 on firm global cues",1,positive
"crude oil, gold higher after u.s. data",1,positive
Gold dips as dollar firms ahead of release of Fed minutes,0,negative
Gold ETFs record Rs 656 cr outflow in FY16; AUM down 8.5%,0,negative
gold stocks retreat from earlier gains,1,positive
"Dec. gold down a dime at $1,224.40/oz",0,negative
"dec. gold climbs $10.50, or 0.8%, to $1,292.20/oz ahead of settlement",1,positive
"December gold pares loss after data, down 0.1% at $1,312.90/oz.",0,negative
Gold prices to trade higher: Angel Commodities,1,positive
gold futures slip for a third session,0,negative
"spot gold bid at $407.30 an ounce, down $3.20",0,negative
"Gold, silver spurt on fresh demand",1,positive
Gold prices down slightly in early Asia with market eyeing U.S. data,0,negative
gold dips as dollar rallies,0,negative
gold stabilises as dollar pulls back from 13-month high,,neutral
"metals, miners stand out as spot gold rises, ftse gains",1,positive
"Gold rises, but set for longest monthly losing streak in 5-1/2 years",1,positive
gold-buying gets a day as bonus,1,positive
"Dec. gold down $1.10, or 0.1%, to $1,276.20/oz",0,negative
gold prices fall for 6th straight week,0,negative
"gold ends below $1,600, lowest since december",0,negative
Gold prices score a weekly gain of roughly 1.5%,1,positive
"Gold futures decline to Rs 31,723 on profit-taking, global cues",0,negative
gold futures fall 0.50% on weak global cues,0,negative
MCX GOLD June contract trading higher,1,positive
Gold futures extend losses on global cues,0,negative
gold holds gain after ecb's policy decision,1,positive
"feb. gold down $25.70 or 1.5%, ends at $1,648.90",0,negative
"Gold slips on euro zone retail sales report, U.S. trade data",0,negative
"gold gains rs 350, silver rs 800 on good demand",1,positive
gold futures inch up ahead of u.s. data,1,positive
gold futures gain ground ahead of yellen speech,1,positive
gold futures up on firm global cues,1,positive
Gold marks highest finish in nearly 11 weeks as U.S.-North Korea tensions return,1,positive
"Gold prices down 2.7% for the month, but gain about 3.6% for the quarter",1,positive
"Gold hits record high of Rs 31,035 on firm global cues",1,positive
august gold falls $1.20 to close at $675.10/oz in ny,0,negative
"gold falls, loses 3.7% for the week",0,negative
gold futures finish modestly lower,0,negative
Gold futures settle at a nearly two-week low,0,negative
options : gold's rally to five-week highs has revived interest in call options,1,positive
"gold falls as terror plot hits oil, lifts dollar",0,negative
Gold holds slight gain as ECB leaves monetary policy unchanged,1,positive
"gold futures, stocks rise as data prompts dollar slide",1,positive
Gold turns lower but will still snap worst weekly skid in 12 years,0,negative
gold futures drop over $9 to end at five-month low,0,negative
"gold ends 0.3% lower at $1,654.50 an ounce",0,negative
"jim rogers may buy gold if price drops to $1,300",0,negative
gold rallies to 14-week high on softer dollar,1,positive
"August gold settles at $1,256.50/oz, up $1.90, or 0.2%",1,positive
gold falls to 7-week low as dollar firms,0,negative
"gold, silver extend losses on global cues, low demand",0,negative
"December gold up $3.90, or 0.3%, at $1,330/oz.",1,positive
"metals shares, gold futures weaken",0,negative
gold settles higher but 90 cents short of record,1,positive
"gold hits $1,100 an ounce as unemployment worsens",1,positive
gold futures still weak in afternoon dealings,0,negative
Gold futures finish at highest level in more than a week,1,positive
"Gold futures up at Rs 26,027 per 10 gm",1,positive
gold prices edge higher on weaker dollar,1,positive
Gold prices ease as investors look to riskier assets,0,negative
Gold jewellery demand may fall by 2-4% this year: Report,0,negative
"gold will not be in demand as long as inflation is low: sanjay shah, hsbc global asset management",0,negative
Gold prices finish lower after 2-session climb,0,negative
gold futures rally friday to end up 4.1% for the week,1,positive
"gold, silver slump ahead of settlement",0,negative
"gold, silver turn weak on global cues, sluggish demand",0,negative
Expect Gold prices to trade sideways: Angel Commodities,,neutral
gold futures slammed as u.s. stocks rally,0,negative
Gold futures log lowest finish since June 23,0,negative
"oil lower, gold holds to gains after 3-month high",1,positive
"gold, silver rise on strong global cues",1,positive
"Profit-booking, weak global cues pull gold futures down to Rs 31,427",0,negative
gold demand picks up in cities as price falls,0,negative
"Dec. gold down $10.60, or 0.8%, to settle at $1,316.50/oz",0,negative
canadian markets close down; gold retreats,0,negative
Gold Prices Trim Gains as Dollar Rebounds,0,negative
gold falls as dollar advances,0,negative
gold's gains prompt higher q3 close for metals stocks,1,positive
gold futures rise to five-month high,1,positive
gold edges up as traders eye dollar,1,positive
gold futures fall roughly 2.2% for the week,0,negative
buy the fact: gold jumps after fed rate hike,1,positive
gold futures end higher to snap 7-session losing streak,1,positive
"gold, oil advance after reports on iran's warships",1,positive
dec. gold falls $6.70 to $714/oz in morning trading,0,negative
"gold futures edge higher, u.s. jobs data in focus",1,positive
gold prices at 1-month highs on weaker dollar,1,positive
december gold down $2.70 to $920 an ounce ahead of jobs data,0,negative
"Dec. gold falls $5.80, or 0.4%, to $1,320.20/oz",0,negative
gold see biggest weekly gain in five after korean purchase,1,positive
"gold falls, heading for third weekly loss on optimism",0,negative
Gold prices are expected to trade lower today: Angel Commodities,0,negative
"Gold futures down Rs 112 on profit booking, global cues",0,negative
"August gold down 0.2% at $1,221.10/oz.",0,negative
Gold futures end higher after four consecutive sessions of losses,1,positive
Gold finishes slightly lower in abbreviated Black Friday session,0,negative
"Gold futures gain, turn higher for the week",1,positive
"Dec. gold falls $6.80, or 0.5%, to $1,245.20/oz",0,negative
gold falls to six-week low as strengthening dollar curbs demand,0,negative
gold futures close lower; copper ends above $1,0,negative
"Gold hits 10-month high of Rs 31,350",1,positive
Gold rises in futures trade; up 0.54% on global cues,1,positive
"gold, silver edge lower in morning trade",0,negative
april gold up $2.80 at $658.90/oz in ny,1,positive
gold surges to record; dollar's loss is oil's gain,1,positive
Commodity outlook: Gold may feel the chill as dollar strengthens,1,positive
february gold surges to $544.50 an ounce high,1,positive
gold treads lower as dollar gains on stronger u.s. data,0,negative
Gold Prices Pull Back From 4-Month Highs,0,negative
gold futures suffer a two-session drop of $22,0,negative
"April gold down $9.40, or 0.8%, to settle at $1,216.10/oz",0,negative
"gold, silver up in morning trade",1,positive
gold futures down $14.80 at $882.70 an ounce,0,negative
gold futures slip lower on profit-taking,0,negative
"silver rises on global cues, gold steady",1,positive
Gold holds steady ahead of Fed meet,,neutral
"Gold consolidates near $1,100-level, further losses seen ahead",0,negative
"april gold up $6.60 on day, ends at $1,379/oz",1,positive
"december gold up $3.30, or 0.3%, at $1,226.90 an ounce",1,positive
Gold prices end day and week lower as dollar pops after Friday jobs report,0,negative
gold prices fall; palladium rises,0,negative
Gold prices lower in early Asia as easy policy views dominate outlook,0,negative
"gold up on stray buying, silver drops",1,positive
comex gold settles at lowest level since feb. 6,0,negative
"spot gold bid at $415.80 an ounce, up 10c - kitco",1,positive
gold gains more ground as fed holds rates steady,1,positive
gold futures head lower after a three-session gain,0,negative
"gold hits six-month high on growth fears, stock volatility",1,positive
gold steady as dollar dips ahead of yellen speech,,neutral
Gold futures remain steady following economic data,,neutral
"aug. gold up $9.30, or 0.7%, at $1,328.80/oz",1,positive
"Dec. gold settles at $1,282.90/oz, up $3.20, or 0.3%",1,positive
Gold retreats after notching nearly 10-week high,1,positive
Gold prices mark highest finish in 2 weeks,1,positive
gold prices mildly recover as markets digest powell remarks,1,positive
"gold prices fall, issues reverse course",0,negative
philadelphia gold & silver index rises 3.3%,1,positive
Gold futures end the week 2.4% higher,1,positive
gold registers best one-day gain in about 3 months,1,positive
gold prices rally to 2-week high as dollar sinks on cautious fed,1,positive
"gold falls 0.6% for the day, down 2% for the week",0,negative
"june gold up $18.90 at $1,303.50/oz on comex",1,positive
"dec. gold up $11.40, or 1.8%, to close at $646.90/oz",1,positive
goldguinea prices slip 3% in january series so far,0,negative
june gold climbs $7.50 to $658.50/oz,1,positive
gold gains in asia as trump's firing of comey sparks policy concerns,1,positive
duty hike drags down gold price,0,negative
"gold suffers third straight loss, amid additional pboc stimulus measures",0,negative
"gold etf's on hold, but world fund gets going",,neutral
gold slips into the red for second day,0,negative
"gold halfway back from rout, up over $30",1,positive
"expect gold, silver prices to trade lower: nirmal bang",0,negative
"June gold climbs 70 cents to trade at $1,284.10/oz",1,positive
"april gold down $5.80, or 0.4%, at $1,572.30/oz",0,negative
"gold rate today: gold, silver trade lower; should you invest?",0,negative
"Dec. gold down $10.60, or 0.8%, to settle at $1,316.50/oz",0,negative
gold extends gain for third day on sustained buying,1,positive
"Gold, silver drop on subdued demand, weak global cues",0,negative
gold futures fall over 1% as dollar surges vs. rivals,0,negative
Gold edges higher as investors weigh Fed rate outlook,1,positive
australia stocks meander in early trading; gold shares gain,1,positive
gold futures close at seven-session high,1,positive
"gold futures weaken on global cues, low spot demand",0,negative
dec. gold up 5.9% at $746.70/oz on globex after $752 high,1,positive
Gold prices to trade lower: Angel Commodities,0,negative
august gold gains $2.80 to close at $666.90/oz,1,positive
"February gold slips $2.40, or 0.2%, at $1,209/oz.",0,negative
Gold futures log lowest finish since June after late-session turn lower,0,negative
more gains to come by april for gold: investors,1,positive
"spot gold quoted at $420.80, up $2.20 from new york",1,positive
Gold climbs as US-China trade picture deteriorates,1,positive
"gold, silver slip on weak global demand",0,negative
"gold, silver extend gains for second day on sustained buying",1,positive
"Gold slips on profit-booking, weak demand",0,negative
"Gold falls as stocks gain on U.S. earnings, jobs report",0,negative
gold prices gain in asia after chinese trade data mixed,1,positive
"Gold futures rise to Rs 27,177 per 10 gm",1,positive
"gold futures close flat on session, up 2% on week",1,positive
india's failure to cut duty hurts gold prices,0,negative
"gold drops almost $7, still posts slight weekly gain",0,negative
"Feb. gold gains $4.70, or 0.4%, to settle at $1,163.70/oz",1,positive
april gold falls $1.40 to $555.20/oz after $553.10 low,0,negative
"gold settles 2.2% higher at $1,857.50 an ounce",1,positive
december gold down $1.10 at $735.20 an ounce on nymex,0,negative
"gold prices up in early asia, copper flat as hsbc china pmi ahead",1,positive
Gold settles lower after back-to-back daily gains,0,negative
gold futures up $4.70 at $581.50 an ounce,1,positive
gold settles higher on safe-haven buying,1,positive
mcx goldguinea october contract gains,1,positive
Gold prices climb to highest finish since early June,1,positive
"Gold stabilises, but downside risks persist",,neutral
"april gold settles at $1,248.60/oz, up $4.40, or 0.4%",1,positive
dec gold up $3.40 at $489.50 an ounce,1,positive
"Gold futures up at Rs 29,667 per 10 gm",1,positive
gold futures mark lowest settlement in more than a week,0,negative
Gold slips on heavy unwinding; silver extends losses,0,negative
spot gold quoted at $418.10 in asia trade,1,positive
"gold futures extend rally to fourth session, close up 1.5%",1,positive
"stocks, bonds taker a breather; gold, oil dollar rally",1,positive
"Dec. gold down 60 cents, or less than 0.1%, to end at $1,223.90/oz",0,negative
comex gold closes at highest since dec. 11,1,positive
"dec. gold ends down $15.50, or 2.1%, at $738.50 an ounce",0,negative
"gold dips on weak physical demand, dollar sell off supports",0,negative
"gold halts 3-day rise, sheds rs 50 on weak demand",1,positive
"gold futures close up on session, down on week",1,positive
"Gold prices end at a nearly 3-month low, down 0.2% for the week",0,negative
"gold shares climb, futures prices fall",1,positive
"crude oil, gold lower after jobless, trade data",0,negative
"gold futures gain for the session, but fall 2.1% for the week",1,positive
"dec gold closes at $442/oz, up $2.20, or 0.5%",1,positive
Gold prices dip in Asia as investors keep focus on Fed,0,negative
"spot gold hits new record at $1,920",1,positive
gold futures lose $5 an ounce for the session,0,negative
"Feb. gold down 70 cents, or less than 0.1%, at $1,184.20/oz",0,negative
palladium and gold prices decline,0,negative
"gold declines on global cues, silver slumps to one month low",0,negative
gold may trade in rs 29500-29750 range: nirmal bang,,neutral
gold slips after four days of gains,0,negative
gold veterans brace for rough ride,0,negative
Gold climbs higher as US dollar eases,1,positive
Gold settles higher to recoup most of last week's loss,1,positive
"dec. gold falls $5.50 to $1,181.50/oz on globex",0,negative
gold edges higher on good retail demand; silver rallies,1,positive
"gold futures fall at the close, lose 0.7% on week",0,negative
"December gold finishes down 0.8% at $1,264.60/oz.",0,negative
"Gold settles higher, extends gains in electronic trading after Fed statement",1,positive
gold weak globally; good sell for investors: motilal oswal,0,negative
gold and silver are doomed,0,negative
Gold prices are expected to trade positive: Sushil Finance,1,positive
gold prices end at 1-week low as stocks hit records and the u.s. dollar regains buoyancy,0,negative
"2017 is the year gold drops below $1,000",0,negative
"june gold up $20.60, or 1.6%, to $1,305.20/oz",1,positive
bearish gold sentiment presents long-term buying opportunity,1,positive
gold below &#36;1250/oz may shut down mines: scotia moccata,0,negative
"oil futures fluctuate, gold pares losses",0,negative
"Gold futures hit highs above $1,217/oz as the U.S. dollar and equities decline",1,positive
Gold edges up as dollar drifts away from multi-month high,1,positive
gold futures end the session with a modest gain,1,positive
"gold ends lower, but off session lows",0,negative
MCX GOLDPETAL Dec contract up nearly 1%,1,positive
"Gold futures up at Rs 31,197 per 10 gram",1,positive
Gold prices down a third-straight session to lose 0.7% for the week,0,negative
Gold prices gain as dollar eases against yen,1,positive
"oil turns lower, gold trims loss on eu report",0,negative
"dec. gold up 1.5%, or $10.70, at $740.20/oz in ny",1,positive
middle-east situation may push gold prices: world gold council,1,positive
"aug. gold down $1.10, or 0.1%, to settle at $1,188.70 on comex",0,negative
"gold turns positive, trades at $1,537 an ounce",1,positive
"Gold futures trading up at Rs 28,953/10g",1,positive
gold prices rises in major metros in india,1,positive
Gold prices edge lower as U.S-EU trade concerns abate,0,negative
mcx goldguinea december contract slips,0,negative
gold touches 5-month highs on geopolitical tensions,1,positive
"Gold futures spurt to Rs 28,496 on global cues",1,positive
"gold falls nearly $8 friday, ends week down 0.3%",0,negative
"gold down by rs 265, silver by rs 2,425 on weak global cues",0,negative
Gold prices turn modestly higher as dollar index taps session lows,1,positive
gold suffers longest stretch of declines since july 2015,0,negative
"august gold closes at $933.60/oz, down $12.90, on nymex",0,negative
"Feb. gold climbs $11.10, or 0.9%, to settle at $1,196.60/oz",1,positive
"Gold prices ease as US rate hike views, trade tensions boost dollar",1,positive
Gold holds gains after U.S. data,1,positive
Gold prices gain in Asia on solid China manufacturing data,1,positive
mcx gold april may trade in rs 26000-26730 range: karvy,,neutral
gold rises above $920 as dollar falls against euro,1,positive
Expect Gold to trade sideways: Sushil Finance,,neutral
"crude eases in london, but gold holds gains",1,positive
"december gold up $6.20 at $1,316.10 an ounce",1,positive
august gold falls 50 cents to $644.80/oz in morning trade,0,negative
charts : gold prices hold channel as bears push towards 2018 lows,0,negative
"gold futures post a modest gain, close below $680",1,positive
Gold suffers biggest one-day percent loss in 5 weeks,0,negative
Gold prices may trade higher today: Angel Commodities,1,positive
Price rise in MCX-gold could be short-lived,1,positive
"silver falls by rs 225, gold down by rs 20",0,negative
"oil, gold trim losses after consumer confidence",0,negative
"gold rate today: gold, silver trade lower in morning deals",0,negative
"april gold closes at $542.10/oz, down $11.40 for the day",0,negative
"june gold at $1,355.50 vs. $1,367.40 comex close",0,negative
"gold recovers on buying at low levels, firm asian cues",1,positive
"Gold falls to Rs 30,500 on weak global cues, tepid spot demand",0,negative
"gold futures tap fresh intraday highs above $1,600",1,positive
gold trades at 4-month highs on delayed fed rate hike bets,1,positive
gold steady after overnight losses; fed in focus,,neutral
"gold edges up on stray buying, silver slides",1,positive
"india gold eases with world markets, demand poor",0,negative
gold futures finish higher; stocks fall,1,positive
MCX GOLDM Nov contract declines,0,negative
gold drifts lower as dollar firms ahead of fed,0,negative
"canada stocks stuck: strong u.s. retail, weak gold",0,negative
gold gains in asia as weaker dollar trend aids buying sentiment,1,positive
gold prices continue lower in afternoon trading,0,negative
"Gold gains on positive global cues, jewellers' buying",1,positive
Spot Gold trades higher,1,positive
silver futures end at a two-week high; gold posts small gain,1,positive
"gold settles 0.3% higher at $1,659.90 an ounce",1,positive
gold settles lower following november rout as dollar wavers,0,negative
gold heads lower after a two-session win,0,negative
"april gold down $12.70, or 1%, to settle at $1,305.20/oz",0,negative
MCX GOLDGUINEA Jan contract trading lower,0,negative
gold all set to record new multi-year highs from here on,1,positive
gold rebounds in asia as investors see physical value after sharp drops,0,negative
"gold futures gain a tad, hold above $1,500/ounce",1,positive
gold rallies as massive rescue plan pressures dollar,1,positive
gold futures mark highest settlement since june,1,positive
gold prices hold near highest in a week as investors weigh stimulus,1,positive
"gold slips from all time high, silver slumps",1,positive
gold futures mark highest finish since sept. 8,1,positive
"dec. gold down $15.30, or 2%, at $753.10 an ounce on nymex",0,negative
"gold down $3.6, or 0.4%, at $941.10/oz after data",0,negative
"gold futures close up, recover prior session's loss",1,positive
gold prices gain in asia as china caixin pmi jumps,1,positive
"Dec. gold settles at $1,273.60/oz, up $9.90, or 0.8%",1,positive
dec. gold tumbles $20.20 at $814.50 an ounce on nymex,0,negative
Expect Gold to trade positive: Sushil Finance,1,positive
Gold futures mark first quarterly loss of this year,0,negative
Gold slides lower as U.S. dollar recovers,0,negative
"Look to buy gold on dips to $1,245 targeting $1,285",0,negative
gold jumps $59 after fed holds off on taper,1,positive
"gold edges lower, but n.korea worries lend support",0,negative
"gold futures end lower on day, but gain almost 4% on week",1,positive
"gold, silver trade flat in morning deals",,neutral
"copper futures close lower, but gold climbs",0,negative
comex gold settles lower for first time in three sessions,0,negative
"gold, silver slip on profit-booking, global cues",0,negative
Gold prices settle at an eight-week low,0,negative
gold futures mark another settlement low for the year,0,negative
gold extends slide after powell ends u.n. address,0,negative
"gold settles lower, then extends losses in electronic trade after fed beige book",0,negative
Gold prices mark first loss in four sessions,0,negative
Gold ends narrowly higher as investors await Fed decision,1,positive
gold futures inch up after seesaw session,1,positive
abn amro :  gold price weakness not over yet,0,negative
Gold futures finish lower on hawkish Fed expectations,0,negative
"fuel becomes cheaper, but gold turns costlier",1,positive
"Gold falls below Rs 31,000-mark; silver down at Rs 41,650 per kg",0,negative
amex gold bugs index ends at highest level since dec 15,1,positive
Gold settles at a nearly three-month low,0,negative
"gold closes 1.1% lower at $1,318.40 an ounce",0,negative
"Gold futures fall for the day, edge up for the week",1,positive
gold flirts with 11-month lows after positive u.s. data,0,negative
gold prices settle higher to cut their loss for the week,1,positive
gold prices tick up in asia as markets await fed views on rates,1,positive
"silver hits new high on global cues,gold moves up",1,positive
"Silver skids on sell-off, gold marginally up",1,positive
Gold edges higher with Fed rate outlook in focus,1,positive
gold remains down on weakening trend in global markets,0,negative
"Gold slips but holds above $1,300; copper marks highest finish since 2014",0,negative
"Gold prices extend decline, off 0.3% at 1,1173.40/oz.",0,negative
Gold demand up 3% at 849 tonnes,1,positive
"Gold steady; dollar, euro zone weigh",,neutral
gold falls 2.4% as euro slips and dollar gains,0,negative
gold futures lose roughly 0.7% for the week,0,negative
Gold prices to trade lower today: Angel Commodities,0,negative
gold futures slightly lower after economic data,0,negative
Gold Prices Remain Supported on U.S. Dollar Softness,,neutral
spot gold quoted at $429.00 in asia trade,1,positive
"gold bulls split with warren buffett as traders, analysts say sell",0,negative
"gold futures weaken on global cues, subdued spot demand",0,negative
